Datetime,Open,High,Low,Close,Volume
2025-02-03 03:45:00,837.4000244140625,842.875,832.5999755859375,839.0250244140625,0.0
2025-02-03 04:45:00,839.1500244140625,843.2999877929688,839.0750122070312,842.9500122070312,1071845.0
2025-02-03 05:45:00,843.0,843.2249755859375,839.0499877929688,840.625,649368.0
2025-02-03 06:45:00,840.625,843.2750244140625,840.125,841.7000122070312,1456545.0
2025-02-03 07:45:00,841.7000122070312,842.1749877929688,838.7000122070312,839.375,1036447.0
2025-02-03 08:45:00,839.4249877929688,841.4749755859375,838.4000244140625,839.125,2355009.0
2025-02-03 09:45:00,839.125,840.0,837.9749755859375,839.0,1285976.0
2025-02-04 03:45:00,843.5,851.2000122070312,840.1500244140625,845.9749755859375,0.0
2025-02-04 04:45:00,846.0,848.2999877929688,842.5,847.75,1021922.0
2025-02-04 05:45:00,847.625,850.5,846.375,849.9500122070312,892878.0
2025-02-04 06:45:00,849.8499755859375,858.1500244140625,849.8250122070312,858.1500244140625,2033462.0
2025-02-04 07:45:00,858.25,860.5750122070312,854.9749755859375,856.2999877929688,2762199.0
2025-02-04 08:45:00,855.8499755859375,862.8499755859375,854.7999877929688,861.25,4822557.0
2025-02-04 09:45:00,861.2249755859375,861.2249755859375,857.875,858.1500244140625,1133116.0
2025-02-05 03:45:00,864.2000122070312,865.0,859.4500122070312,863.2750244140625,2759560.0
2025-02-05 04:45:00,863.3250122070312,866.5,861.5999755859375,863.875,1311976.0
2025-02-05 05:45:00,863.9000244140625,865.0,863.5750122070312,864.7999877929688,644103.0
2025-02-05 06:45:00,864.7999877929688,868.4500122070312,864.7999877929688,867.6749877929688,1033976.0
2025-02-05 07:45:00,867.6749877929688,869.5,866.625,869.4749755859375,1544485.0
2025-02-05 08:45:00,869.4749755859375,872.0499877929688,868.25,868.7999877929688,3291286.0
2025-02-05 09:45:00,868.7999877929688,869.5,867.0,867.375,1251865.0
2025-02-06 03:45:00,867.75,869.25,862.0499877929688,866.5,0.0
2025-02-06 04:45:00,866.4000244140625,867.7249755859375,865.0,865.9500122070312,1392411.0
2025-02-06 05:45:00,865.9500122070312,867.4749755859375,864.0,867.2249755859375,1291546.0
2025-02-06 06:45:00,867.2249755859375,868.5,863.7999877929688,863.7999877929688,1221686.0
2025-02-06 07:45:00,863.9249877929688,867.75,863.9249877929688,867.2750244140625,1226709.0
2025-02-06 08:45:00,867.4749755859375,872.2000122070312,866.4249877929688,871.875,3615565.0
2025-02-06 09:45:00,871.875,874.5,871.875,871.9249877929688,1593687.0
2025-02-07 03:45:00,875.6500244140625,883.4000244140625,873.375,879.6500244140625,0.0
2025-02-07 04:45:00,879.875,880.5,871.0999755859375,873.0250244140625,2101311.0
2025-02-07 05:45:00,872.8499755859375,875.9500122070312,868.75,868.9000244140625,1925325.0
2025-02-07 06:45:00,868.7999877929688,869.8499755859375,865.0,865.625,972248.0
2025-02-07 07:45:00,865.625,866.9249877929688,863.2750244140625,863.4749755859375,958592.0
2025-02-07 08:45:00,863.4749755859375,867.4500122070312,862.5,866.7999877929688,1493230.0
2025-02-07 09:45:00,866.8250122070312,867.5250244140625,865.375,865.75,746909.0
2025-02-10 03:45:00,860.1500244140625,860.9249877929688,855.8250122070312,856.375,0.0
2025-02-10 04:45:00,856.1749877929688,857.1749877929688,854.25,856.2000122070312,654933.0
2025-02-10 05:45:00,856.125,857.9749755859375,855.0499877929688,856.2999877929688,606014.0
2025-02-10 06:45:00,856.2249755859375,857.25,855.0,856.9749755859375,645482.0
2025-02-10 07:45:00,856.9749755859375,859.25,856.2999877929688,857.5999755859375,862709.0
2025-02-10 08:45:00,857.5999755859375,859.8499755859375,857.3499755859375,857.875,1996365.0
2025-02-10 09:45:00,857.9749755859375,858.4249877929688,857.4749755859375,858.0999755859375,1027481.0
2025-02-11 03:45:00,853.0499877929688,853.0499877929688,848.0999755859375,849.4500122070312,0.0
2025-02-11 04:45:00,849.625,852.0,849.0250244140625,851.9000244140625,1129223.0
2025-02-11 05:45:00,851.9500122070312,853.625,851.25,852.8250122070312,1154492.0
2025-02-11 06:45:00,852.8250122070312,855.3499755859375,847.7000122070312,848.2249755859375,1110358.0
2025-02-11 07:45:00,848.1749877929688,849.5,844.5,847.0499877929688,1372621.0
2025-02-11 08:45:00,847.0999755859375,851.3499755859375,845.375,851.2000122070312,2744205.0
2025-02-11 09:45:00,851.2750244140625,852.125,850.0,850.0250244140625,758059.0
2025-02-12 03:45:00,848.3499755859375,850.75,842.0,843.875,0.0
2025-02-12 04:45:00,844.0,845.6749877929688,840.6749877929688,842.0250244140625,2006520.0
2025-02-12 05:45:00,842.0,848.7750244140625,841.25,848.0750122070312,1152422.0
2025-02-12 06:45:00,848.0750122070312,854.25,846.2000122070312,853.625,1178357.0
2025-02-12 07:45:00,853.5999755859375,855.875,849.6500244140625,851.4000244140625,1116529.0
2025-02-12 08:45:00,851.2750244140625,854.25,850.0250244140625,853.9500122070312,2081045.0
2025-02-12 09:45:00,853.8250122070312,855.9500122070312,853.0250244140625,855.2999877929688,675797.0
2025-02-13 03:45:00,849.3499755859375,853.7249755859375,849.2750244140625,851.6749877929688,0.0
2025-02-13 04:45:00,851.6749877929688,856.5499877929688,850.4249877929688,855.7249755859375,783038.0
2025-02-13 05:45:00,855.6749877929688,857.125,854.9249877929688,855.4000244140625,516634.0
2025-02-13 06:45:00,855.4000244140625,855.7999877929688,851.0,851.0250244140625,624114.0
2025-02-13 07:45:00,851.2750244140625,852.0499877929688,847.9249877929688,848.5250244140625,1119491.0
2025-02-13 08:45:00,848.5250244140625,850.0999755859375,846.8250122070312,849.0250244140625,1371555.0
2025-02-13 09:45:00,849.0999755859375,849.6749877929688,848.5,849.4749755859375,295401.0
2025-02-14 03:45:00,848.3250122070312,849.7249755859375,845.7000122070312,848.2249755859375,0.0
2025-02-14 04:45:00,848.2249755859375,850.2000122070312,842.5,844.9000244140625,1074816.0
2025-02-14 05:45:00,844.9000244140625,845.75,841.6749877929688,843.0,958704.0
2025-02-14 06:45:00,843.0,843.7000122070312,840.0,842.1749877929688,1344982.0
2025-02-14 07:45:00,842.1749877929688,844.6749877929688,840.9500122070312,842.5,1587644.0
2025-02-14 08:45:00,842.5,848.0999755859375,842.1749877929688,847.9249877929688,2496495.0
2025-02-14 09:45:00,847.9249877929688,849.0750122070312,846.875,847.4249877929688,512797.0
2025-02-17 03:45:00,842.7000122070312,848.4000244140625,840.6500244140625,843.5250244140625,0.0
2025-02-17 04:45:00,843.5,853.0,843.2249755859375,848.7750244140625,936711.0
2025-02-17 05:45:00,848.7750244140625,852.6749877929688,848.7249755859375,849.875,463738.0
2025-02-17 06:45:00,849.875,853.9500122070312,849.0750122070312,851.0,627003.0
2025-02-17 07:45:00,851.2000122070312,857.2750244140625,850.7249755859375,854.3499755859375,1142911.0
