metric,value
total_observations,2810.0
percent_up,48.220640569395016
avg_up_move_percent,0.7586531566153042
percent_down,51.779359430604984
avg_down_move_percent,-0.6809327835373147
overall_pct_change_first_to_last_close,7.175264160891981
