Datetime,Open,High,Low,Close,Volume
2025-08-01 03:45:00,1387.0,1402.9000244140625,1384.9000244140625,1401.4000244140625,2483388.0
2025-08-01 04:45:00,1401.4000244140625,1405.5,1398.0,1399.800048828125,1087847.0
2025-08-01 05:45:00,1399.9000244140625,1401.300048828125,1394.5,1400.0,1429428.0
2025-08-01 06:45:00,1400.0,1404.5,1397.5,1400.4000244140625,1292149.0
2025-08-01 07:45:00,1400.5,1404.199951171875,1398.5,1399.699951171875,1167527.0
2025-08-01 08:45:00,1399.699951171875,1402.5,1390.0,1392.0999755859375,1807273.0
2025-08-01 09:45:00,1392.0999755859375,1395.5999755859375,1391.9000244140625,1394.0999755859375,1052980.0
2025-08-04 03:45:00,1395.699951171875,1409.5,1392.4000244140625,1408.800048828125,0.0
2025-08-04 04:45:00,1408.800048828125,1414.0999755859375,1408.0,1413.300048828125,899618.0
2025-08-04 05:45:00,1413.300048828125,1414.300048828125,1409.699951171875,1414.0999755859375,565741.0
2025-08-04 06:45:00,1414.199951171875,1416.0999755859375,1412.0999755859375,1412.800048828125,866222.0
2025-08-04 07:45:00,1412.9000244140625,1415.9000244140625,1409.5,1414.800048828125,739208.0
2025-08-04 08:45:00,1415.199951171875,1415.5,1409.5,1410.9000244140625,1362468.0
2025-08-04 09:45:00,1410.9000244140625,1412.4000244140625,1410.300048828125,1410.4000244140625,606272.0
2025-08-05 03:45:00,1410.800048828125,1411.0,1396.0,1397.199951171875,0.0
2025-08-05 04:45:00,1397.199951171875,1400.0,1394.300048828125,1397.5,1184353.0
2025-08-05 05:45:00,1397.5,1398.300048828125,1393.0,1396.4000244140625,894236.0
2025-08-05 06:45:00,1396.300048828125,1396.800048828125,1391.5,1392.199951171875,934635.0
2025-08-05 07:45:00,1392.5,1392.5999755859375,1389.0,1390.5999755859375,927652.0
2025-08-05 08:45:00,1390.5999755859375,1394.4000244140625,1388.0999755859375,1393.0999755859375,2284465.0
2025-08-05 09:45:00,1393.0999755859375,1393.800048828125,1388.199951171875,1391.699951171875,0.0
2025-08-06 03:45:00,1390.699951171875,1391.9000244140625,1383.300048828125,1389.5999755859375,1154271.0
2025-08-06 04:45:00,1389.5999755859375,1393.300048828125,1386.5999755859375,1390.0,585139.0
2025-08-06 05:45:00,1390.0,1393.5999755859375,1389.300048828125,1390.9000244140625,634893.0
2025-08-06 06:45:00,1390.9000244140625,1393.0,1386.4000244140625,1390.800048828125,550443.0
2025-08-06 07:45:00,1390.800048828125,1391.9000244140625,1386.5,1390.0,757778.0
2025-08-06 08:45:00,1390.0,1395.9000244140625,1389.800048828125,1393.0,1490751.0
2025-08-06 09:45:00,1393.0999755859375,1393.699951171875,1390.800048828125,1392.9000244140625,660127.0
2025-08-07 03:45:00,1390.0,1390.0,1382.0999755859375,1382.300048828125,958844.0
2025-08-07 04:45:00,1382.300048828125,1383.199951171875,1376.5,1379.5,1201766.0
2025-08-07 05:45:00,1379.199951171875,1381.5999755859375,1378.300048828125,1380.4000244140625,1321446.0
2025-08-07 06:45:00,1380.5999755859375,1381.4000244140625,1370.0,1371.4000244140625,1092546.0
2025-08-07 07:45:00,1371.4000244140625,1377.199951171875,1366.5999755859375,1376.5,1420761.0
